filename,class,wikimedia_title,source_url,image_url,license,artist,width,height,category
emergency_0011.jpg,emergency,"File:Political cartoon about public opinion of trusts (March 8, 1910).jpg","https://commons.wikimedia.org/wiki/File:Political_cartoon_about_public_opinion_of_trusts_(March_8,_1910).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Political_cartoon_about_public_opinion_of_trusts_%28March_8%2C_1910%29.jpg/960px-Political_cartoon_about_public_opinion_of_trusts_%28March_8%2C_1910%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,H. T. Webster,960,1146,Police vehicles
emergency_0012.jpg,emergency,File:112 Hızır Acil Ambulans oyuncağı.jpg,https://commons.wikimedia.org/wiki/File:112_H%C4%B1z%C4%B1r_Acil_Ambulans_oyunca%C4%9F%C4%B1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/112_H%C4%B1z%C4%B1r_Acil_Ambulans_oyunca%C4%9F%C4%B1.jpg/960px-112_H%C4%B1z%C4%B1r_Acil_Ambulans_oyunca%C4%9F%C4%B1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Satirdan kahraman,960,432,Ambulances
emergency_0013.jpg,emergency,File:140107-M-LS369-010 - Special Operations Training Group prepares 2-1 Marines for MEU (Image 10 of 10).jpg,https://commons.wikimedia.org/wiki/File:140107-M-LS369-010_-_Special_Operations_Training_Group_prepares_2-1_Marines_for_MEU_(Image_10_of_10).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/140107-M-LS369-010_-_Special_Operations_Training_Group_prepares_2-1_Marines_for_MEU_%28Image_10_of_10%29.jpg/960px-140107-M-LS369-010_-_Special_Operations_Training_Group_prepares_2-1_Marines_for_MEU_%28Image_10_of_10%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,Lance Cpl. Joshua Murray,960,640,Ambulances
emergency_0014.jpg,emergency,File:1949 Buick Roadmaster Ambulance front.jpg,https://commons.wikimedia.org/wiki/File:1949_Buick_Roadmaster_Ambulance_front.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/1949_Buick_Roadmaster_Ambulance_front.jpg/960px-1949_Buick_Roadmaster_Ambulance_front.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Erremm,960,554,Ambulances
emergency_0015.jpg,emergency,"File:2025-04-06 12 30 55 Indoor children's ambulance at the Bucks County Children's Museum in New Hope, Bucks County, Pennsylvania.jpg","https://commons.wikimedia.org/wiki/File:2025-04-06_12_30_55_Indoor_children%27s_ambulance_at_the_Bucks_County_Children%27s_Museum_in_New_Hope,_Bucks_County,_Pennsylvania.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/2025-04-06_12_30_55_Indoor_children%27s_ambulance_at_the_Bucks_County_Children%27s_Museum_in_New_Hope%2C_Bucks_County%2C_Pennsylvania.jpg/960px-2025-04-06_12_30_55_Indoor_children%27s_ambulance_at_the_Bucks_County_Children%27s_Museum_in_New_Hope%2C_Bucks_County%2C_Pennsylvania.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Famartin,960,720,Ambulances
emergency_0016.jpg,emergency,File:AFN Spotlight 1 (8023920).jpg,https://commons.wikimedia.org/wiki/File:AFN_Spotlight_1_(8023920).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/AFN_Spotlight_1_%288023920%29.jpg/960px-AFN_Spotlight_1_%288023920%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,U.S. Air Force photo by Airman 1st Class Jordan Gonzalez,960,737,Ambulances
emergency_0017.jpg,emergency,File:Aayyoo Ambulance main station.jpg,https://commons.wikimedia.org/wiki/File:Aayyoo_Ambulance_main_station.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Aayyoo_Ambulance_main_station.jpg/960px-Aayyoo_Ambulance_main_station.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Shemsedin Amme,960,720,Ambulances
emergency_0018.jpg,emergency,File:Academy Ambulancezorg - EPA.jpg,https://commons.wikimedia.org/wiki/File:Academy_Ambulancezorg_-_EPA.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Academy_Ambulancezorg_-_EPA.jpg/960px-Academy_Ambulancezorg_-_EPA.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,Hartogin,960,720,Ambulances
emergency_0019.jpg,emergency,"File:Ambulance, Hindustan Copper Limited, Ashiana Brahmananda, Jamshedpur, India ( Ank Kumar, Infosys Limited ) 01.jpg","https://commons.wikimedia.org/wiki/File:Ambulance,_Hindustan_Copper_Limited,_Ashiana_Brahmananda,_Jamshedpur,_India_(_Ank_Kumar,_Infosys_Limited_)_01.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Ambulance%2C_Hindustan_Copper_Limited%2C_Ashiana_Brahmananda%2C_Jamshedpur%2C_India_%28_Ank_Kumar%2C_Infosys_Limited_%29_01.jpg/960px-Ambulance%2C_Hindustan_Copper_Limited%2C_Ashiana_Brahmananda%2C_Jamshedpur%2C_India_%28_Ank_Kumar%2C_Infosys_Limited_%29_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Ank Kumar,960,540,Ambulances
emergency_0020.jpg,emergency,"File:Ambulance, Hindustan Copper Limited, Ashiana Brahmananda, Jamshedpur, India ( Ank Kumar, Infosys Limited ) 02.jpg","https://commons.wikimedia.org/wiki/File:Ambulance,_Hindustan_Copper_Limited,_Ashiana_Brahmananda,_Jamshedpur,_India_(_Ank_Kumar,_Infosys_Limited_)_02.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Ambulance%2C_Hindustan_Copper_Limited%2C_Ashiana_Brahmananda%2C_Jamshedpur%2C_India_%28_Ank_Kumar%2C_Infosys_Limited_%29_02.jpg/960px-Ambulance%2C_Hindustan_Copper_Limited%2C_Ashiana_Brahmananda%2C_Jamshedpur%2C_India_%28_Ank_Kumar%2C_Infosys_Limited_%29_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Ank Kumar,960,960,Ambulances
emergency_0021.jpg,emergency,File:Ambulance1.jpg,https://commons.wikimedia.org/wiki/File:Ambulance1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Ambulance1.jpg/960px-Ambulance1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,Beendy234,960,972,Ambulances
emergency_0022.jpg,emergency,File:Ambulance Dolmen.jpg,https://commons.wikimedia.org/wiki/File:Ambulance_Dolmen.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Ambulance_Dolmen.jpg/960px-Ambulance_Dolmen.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Asaddkhann,960,641,Ambulances
emergency_0023.jpg,emergency,File:Ambulance boat of KRI dr. Wahidin Sudirohusodo (crop).jpg,https://commons.wikimedia.org/wiki/File:Ambulance_boat_of_KRI_dr._Wahidin_Sudirohusodo_(crop).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Ambulance_boat_of_KRI_dr._Wahidin_Sudirohusodo_%28crop%29.jpg/960px-Ambulance_boat_of_KRI_dr._Wahidin_Sudirohusodo_%28crop%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,PT PAL (Persero),960,448,Ambulances
emergency_0024.jpg,emergency,File:Ambulance in Saigon near district 4 hospital.jpg,https://commons.wikimedia.org/wiki/File:Ambulance_in_Saigon_near_district_4_hospital.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Ambulance_in_Saigon_near_district_4_hospital.jpg/960px-Ambulance_in_Saigon_near_district_4_hospital.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,Syced,960,723,Ambulances
emergency_0025.jpg,emergency,File:Ambulance lane.jpg,https://commons.wikimedia.org/wiki/File:Ambulance_lane.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Ambulance_lane.jpg/960px-Ambulance_lane.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,User:Brandmeister (Togrul Safarov),960,1087,Ambulances
emergency_0026.jpg,emergency,File:Ambulance of Golkar Party.jpg,https://commons.wikimedia.org/wiki/File:Ambulance_of_Golkar_Party.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Ambulance_of_Golkar_Party.jpg/960px-Ambulance_of_Golkar_Party.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Jeromi Mikhael,960,720,Ambulances
emergency_0027.jpg,emergency,"File:Ambulances, 2005 HCVS London to Brighton run.jpg","https://commons.wikimedia.org/wiki/File:Ambulances,_2005_HCVS_London_to_Brighton_run.jpg",https://upload.wikimedia.org/wikipedia/commons/2/20/Ambulances%2C_2005_HCVS_London_to_Brighton_run.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,CC BY 2.0,"Les Chatfield from Brighton, England",798,590,Ambulances
emergency_0028.jpg,emergency,"File:Ambulances at the ready (BUMED 09-7927-3), U.S. Navy BUMED Library and Archives (5833629718).jpg","https://commons.wikimedia.org/wiki/File:Ambulances_at_the_ready_(BUMED_09-7927-3),_U.S._Navy_BUMED_Library_and_Archives_(5833629718).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Ambulances_at_the_ready_%28BUMED_09-7927-3%29%2C_U.S._Navy_BUMED_Library_and_Archives_%285833629718%29.jpg/960px-Ambulances_at_the_ready_%28BUMED_09-7927-3%29%2C_U.S._Navy_BUMED_Library_and_Archives_%285833629718%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,National Museum of  Health and Medicine,960,756,Ambulances
emergency_0029.jpg,emergency,File:Ambulanza N°1 Croce Verde.jpg,https://commons.wikimedia.org/wiki/File:Ambulanza_N%C2%B01_Croce_Verde.jpg,https://upload.wikimedia.org/wikipedia/commons/6/66/Ambulanza_N%C2%B01_Croce_Verde.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Public domain,UnknownUnknown,458,305,Ambulances
emergency_0030.jpg,emergency,File:Ambulanță B2 SMURD.jpg,https://commons.wikimedia.org/wiki/File:Ambulan%C8%9B%C4%83_B2_SMURD.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Ambulan%C8%9B%C4%83_B2_SMURD.jpg/960px-Ambulan%C8%9B%C4%83_B2_SMURD.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Spotting the World,960,720,Ambulances
emergency_0031.jpg,emergency,File:Bicicletas-ambulâncias em uso na Primeira Guerra Mundial.jpg,https://commons.wikimedia.org/wiki/File:Bicicletas-ambul%C3%A2ncias_em_uso_na_Primeira_Guerra_Mundial.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0f/Bicicletas-ambul%C3%A2ncias_em_uso_na_Primeira_Guerra_Mundial.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Public domain,Unknown authorUnknown author,658,377,Ambulances
emergency_0032.jpg,emergency,File:Buick Roadmaster Ambulance rear side.jpg,https://commons.wikimedia.org/wiki/File:Buick_Roadmaster_Ambulance_rear_side.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Buick_Roadmaster_Ambulance_rear_side.jpg/960px-Buick_Roadmaster_Ambulance_rear_side.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Erremm,960,585,Ambulances
emergency_0033.jpg,emergency,"File:Centre de secours de Maubourguet avec VSAV, Fourgon incendie et véhicule de commandement.jpg","https://commons.wikimedia.org/wiki/File:Centre_de_secours_de_Maubourguet_avec_VSAV,_Fourgon_incendie_et_v%C3%A9hicule_de_commandement.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Centre_de_secours_de_Maubourguet_avec_VSAV%2C_Fourgon_incendie_et_v%C3%A9hicule_de_commandement.jpg/960px-Centre_de_secours_de_Maubourguet_avec_VSAV%2C_Fourgon_incendie_et_v%C3%A9hicule_de_commandement.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Handelsgeselschaft,960,489,Ambulances
emergency_0034.jpg,emergency,File:Clarissa Britain's Ambulance Patent.jpg,https://commons.wikimedia.org/wiki/File:Clarissa_Britain%27s_Ambulance_Patent.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c4/Clarissa_Britain%27s_Ambulance_Patent.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,CC BY-SA 4.0,FairyShrimp,837,1200,Ambulances
emergency_0035.jpg,emergency,File:Cruz roja mexicana.jpg,https://commons.wikimedia.org/wiki/File:Cruz_roja_mexicana.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Cruz_roja_mexicana.jpg/960px-Cruz_roja_mexicana.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Fosfatow,960,642,Ambulances
emergency_0036.jpg,emergency,File:DAF VH 400.JPG,https://commons.wikimedia.org/wiki/File:DAF_VH_400.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/DAF_VH_400.JPG/960px-DAF_VH_400.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,Alf van Beem,960,721,Ambulances
emergency_0037.jpg,emergency,File:DHLAmbulance.jpg,https://commons.wikimedia.org/wiki/File:DHLAmbulance.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/DHLAmbulance.jpg/960px-DHLAmbulance.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Keir Gravil (xtrememachineuk),960,1280,Ambulances
emergency_0038.jpg,emergency,File:E. R. McKean's Improved Ambulance - NARA - 6858600.jpg,https://commons.wikimedia.org/wiki/File:E._R._McKean%27s_Improved_Ambulance_-_NARA_-_6858600.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/E._R._McKean%27s_Improved_Ambulance_-_NARA_-_6858600.jpg/960px-E._R._McKean%27s_Improved_Ambulance_-_NARA_-_6858600.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,Unknown authorUnknown author or not provided,960,1224,Ambulances
emergency_0039.jpg,emergency,File:Einsatzfahrzeug des DRKs im Schnee.jpg,https://commons.wikimedia.org/wiki/File:Einsatzfahrzeug_des_DRKs_im_Schnee.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Einsatzfahrzeug_des_DRKs_im_Schnee.jpg/960px-Einsatzfahrzeug_des_DRKs_im_Schnee.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,Echo401,960,640,Ambulances
emergency_0040.jpg,emergency,File:Emergency am.jpg,https://commons.wikimedia.org/wiki/File:Emergency_am.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Emergency_am.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,CC BY-SA 3.0,Luidavi,960,720,Ambulances
emergency_0041.jpg,emergency,File:Fotos aliados 2.jpg,https://commons.wikimedia.org/wiki/File:Fotos_aliados_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Fotos_aliados_2.jpg/960px-Fotos_aliados_2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,SalyBerrea,960,720,Ambulances
emergency_0042.jpg,emergency,File:Goes To The Next World (225494881).jpeg,https://commons.wikimedia.org/wiki/File:Goes_To_The_Next_World_(225494881).jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Goes_To_The_Next_World_%28225494881%29.jpeg/960px-Goes_To_The_Next_World_%28225494881%29.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,Максим Барбухин,960,601,Ambulances
emergency_0043.jpg,emergency,File:INFO LAKA SE JEMBER.jpg,https://commons.wikimedia.org/wiki/File:INFO_LAKA_SE_JEMBER.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/INFO_LAKA_SE_JEMBER.jpg/960px-INFO_LAKA_SE_JEMBER.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Jendral j31,960,960,Ambulances
emergency_0044.jpg,emergency,File:Improved Order of Red Men donating ambulance to the United States government.jpg,https://commons.wikimedia.org/wiki/File:Improved_Order_of_Red_Men_donating_ambulance_to_the_United_States_government.jpg,https://upload.wikimedia.org/wikipedia/commons/1/11/Improved_Order_of_Red_Men_donating_ambulance_to_the_United_States_government.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Public domain,Unknown authorUnknown author,640,394,Ambulances
emergency_0045.jpg,emergency,File:Joustra-fourgon-Peugeot-J7-ambulance-gyro-bleu-tole-friction-21cm-1975.jpg,https://commons.wikimedia.org/wiki/File:Joustra-fourgon-Peugeot-J7-ambulance-gyro-bleu-tole-friction-21cm-1975.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Joustra-fourgon-Peugeot-J7-ambulance-gyro-bleu-tole-friction-21cm-1975.jpg/960px-Joustra-fourgon-Peugeot-J7-ambulance-gyro-bleu-tole-friction-21cm-1975.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Rundvald,960,688,Ambulances
emergency_0046.jpg,emergency,"File:Kreuzberg by night, Berlin, May 14th, 2025 - 03.jpg","https://commons.wikimedia.org/wiki/File:Kreuzberg_by_night,_Berlin,_May_14th,_2025_-_03.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Kreuzberg_by_night%2C_Berlin%2C_May_14th%2C_2025_-_03.jpg/960px-Kreuzberg_by_night%2C_Berlin%2C_May_14th%2C_2025_-_03.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Plaksie,960,540,Ambulances
emergency_0047.jpg,emergency,File:L'ambulance qui passe. 01.jpg,https://commons.wikimedia.org/wiki/File:L%27ambulance_qui_passe._01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/L%27ambulance_qui_passe._01.jpg/960px-L%27ambulance_qui_passe._01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,Adansonia rayanne2,960,432,Ambulances
emergency_0048.jpg,emergency,File:L'ambulance qui passe. 02.jpg,https://commons.wikimedia.org/wiki/File:L%27ambulance_qui_passe._02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/L%27ambulance_qui_passe._02.jpg/960px-L%27ambulance_qui_passe._02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,Adansonia rayanne2,960,2133,Ambulances
emergency_0049.jpg,emergency,File:L'ambulance qui passe. 03.jpg,https://commons.wikimedia.org/wiki/File:L%27ambulance_qui_passe._03.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/L%27ambulance_qui_passe._03.jpg/960px-L%27ambulance_qui_passe._03.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,Adansonia rayanne2,960,2133,Ambulances
emergency_0050.jpg,emergency,File:L'ambulance qui passe. 04.jpg,https://commons.wikimedia.org/wiki/File:L%27ambulance_qui_passe._04.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/L%27ambulance_qui_passe._04.jpg/960px-L%27ambulance_qui_passe._04.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,Adansonia rayanne2,960,2133,Ambulances
emergency_0051.jpg,emergency,File:L'ambulance qui passe. 05.jpg,https://commons.wikimedia.org/wiki/File:L%27ambulance_qui_passe._05.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/L%27ambulance_qui_passe._05.jpg/960px-L%27ambulance_qui_passe._05.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,Adansonia rayanne2,960,2133,Ambulances
emergency_0052.jpg,emergency,File:LOGO ILS JEMBER.jpg,https://commons.wikimedia.org/wiki/File:LOGO_ILS_JEMBER.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/LOGO_ILS_JEMBER.jpg/960px-LOGO_ILS_JEMBER.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Jendral j31,960,960,Ambulances
